web-scraper-order,web-scraper-start-url,link,link-href,name,price,description,image_url-src
"1769331649-205","https://www.tunisianet.com.tn/596-smartphone-tunisie?page=7&order=product.price.desc","Smartphone VIVO V40 Lite 4G / 16 Go / 256 Go / Silver","https://www.tunisianet.com.tn/smartphone-tunisie/81202-smartphone-vivo-v40-lite-4g-16-go-256-go-silver.html","Smartphone VIVO V40 Lite 4G / 16 Go / 256 Go / Silver","699,000 DT","Double SIM - Écran AMOLED 6.67"" (2400 x 1080 px), 120 Hz - Processeur Snapdragon 685 4G, (8 cœurs, 6 nm / 4× 2.8 GHz + 4× 1.9 GHz) - RAM 16 Go (8Go + 8Go Extensible) - Stockage 256 Go - Batterie Batterie Li-ion 5 000 mAh - Puissance de chargement: 80 W - USB Type-C - Réseau 4G - Caméra Avant 32 MP - Caméra Arrière 50 MP + 2 MP - Flash arrière, Lumière Aura - Wi-Fi - Bluetooth 5.0 - Système d'exploitation Android 14 - Indice de protection IP64 - Couleur Argent titane - Garantie 1 an","https://www.tunisianet.com.tn/404018-large/smartphone-vivo-v40-lite-4g-16-go-256-go-silver.jpg"
"1769331651-206","https://www.tunisianet.com.tn/596-smartphone-tunisie?page=7&order=product.price.desc","SMARTPHONE XIAOMI REDMI 13C 5G 8+256G STARRY SILVER","https://www.tunisianet.com.tn/smartphone-tunisie/83960-smartphone-xiaomi-redmi-13c-5g-8256g-starry-silver.html","SMARTPHONE XIAOMI REDMI 13C 5G 8+256G STARRY SILVER","699,000 DT","Double SIM - Écran Dot Drop de 6.74"" Corning Gorilla Glass 3 - Taux de rafraîchissement 90 Hz - Résolution : 720 x 1600 pixels - Processeur : Mediatek Dimensity 6100+ (6 nm) - RAM 8Go - Mémoire 256Go - Appareil photo principal 50MP - Caméra frontale 5MP - Capteur d'empreintes digitales latéral -Reconnaissance faciale via l'IA - Wi-Fi - Bluetooth 5.3 - Prise casque 3.5 mm - Batterie 5000 mAh - Charge rapide 18W - Couleur Starry Silver - Garantie 1 an","https://www.tunisianet.com.tn/418591-large/smartphone-xiaomi-redmi-13c-5g-8256g-starry-silver.jpg"
"1769331654-207","https://www.tunisianet.com.tn/596-smartphone-tunisie?page=7&order=product.price.desc","Smartphone VIVO V40 Lite 4G / 16 Go / 256 Go / Vert","https://www.tunisianet.com.tn/smartphone-tunisie/81203-smartphone-vivo-v40-lite-4g-16-go-256-go-vert.html","Smartphone VIVO V40 Lite 4G / 16 Go / 256 Go / Vert","699,000 DT","Double SIM - Écran AMOLED 6.67"" (2400 x 1080 px), 120 Hz - Processeur Snapdragon 685 4G, (8 cœurs, 6 nm / 4× 2.8 GHz + 4× 1.9 GHz) - RAM 16 Go (8Go + 8Go Extensible)- Stockage 256 Go - Batterie Batterie Li-ion 5 000 mAh - Puissance de chargement: 80 W - USB Type-C - Réseau 4G - Caméra Avant 32 MP - Caméra Arrière 50 MP + 2 MP - Flash arrière, Lumière Aura - Wi-Fi - Bluetooth 5.0 - Système d'exploitation Android 14 - Indice de protection IP64 - Couleur Vert émeraude - Garantie 1 an","https://www.tunisianet.com.tn/404020-large/smartphone-vivo-v40-lite-4g-16-go-256-go-vert.jpg"
"1769331657-208","https://www.tunisianet.com.tn/596-smartphone-tunisie?page=7&order=product.price.desc","SMARTPHONE OPPO A5 4G 12Go/128Go / Vert","https://www.tunisianet.com.tn/smartphone-tunisie/86223-smartphone-oppo-a5-4g-12go128go-vert.html","SMARTPHONE OPPO A5 4G 12Go/128Go / Vert","699,000 DT","Double SIM - Écran 6.67” LCD IPS - Résolution : 720 x 1604 Pixels - Taux de rafraichissement 90 Hz - Luminosité 1000 nits - Processeur Snapdragon 6s 4G Gen 1 - RAM 12Go (6Go + 6Go Extensible) - Stockage 128 Go - IP65 Résistance à l'eau et à la poussière Résistance aux chocs de niveau militaire - Caméra principale (Double) 50 MP, f/1,8 (grand angle), 2 MP ; f/2.4 (Monochrome), Vidéo 1080p à 30 ips - Caméra Avant 5 MP, f/2,2, (grand angle), Vidéo 1080p à 30 ips - Réseau 4G - Wifi, Bluetooth 5.0 - Système d'exploitation : Android 15, ColorOS 15 - Batterie 6000 mAh - Charge Rapide 45W SUPERVOOC - Capteur de proximité, Accéléromètre, Capteur d’empreintes latéral, Induction géomagnétique - Empreinte digitale - Reconnaissance faciale - Couleur Vert - Garantie 2 ans","https://www.tunisianet.com.tn/430696-large/smartphone-oppo-a5-4g-12go128go-vert.jpg"
"1769331659-209","https://www.tunisianet.com.tn/596-smartphone-tunisie?page=7&order=product.price.desc","Smartphone Honor X7c 5G / 16 Go / 256 Go / Vert + Chargeur 25W+ Etui silicone Offerts","https://www.tunisianet.com.tn/smartphone-tunisie/81794-smartphone-honor-x7c-5g-16-go-256-go-vert-chargeur-25w-etui-silicone-offerts.html","Smartphone Honor X7c 5G / 16 Go / 256 Go / Vert + Chargeur 25W+ Etui silicone Offerts","699,000 DT","Double SIM(Nano-SIM) - Écran LCD TFT 6,8"" - Résolution : 2412 x 1080 pixels - Taux de Rafraichissement : 120 Hz - Processeur : Snapdragon 4 (Gen 2) - RAM 16Go (8 Go + 8Go Extensible) - Stockage : 256 Go - Caméra principale : 50MP (f/1.8) || Caméra de profondeur 2MP (f/2.4) - Caméra frontale : 5MP (ouverture f/2.2) - Capacité de la batterie : 5200 mAh - Wi-Fi - Bluetooth 5.0 - Système d'exploitation : Android 14, MagicOS 8 - Charge filaire Rapide USB Type-C : 35W - Réseau 5G - protection IP : IP64 ( Résistant à l’eau et à la poussière ) - Dimensions (HxLxP) : 166,9 mm x 76,8 mm x 8,24 mm - Poids : 193g - Couleur Vert - Garantie 1 an
+ Chargeur 25W (G-CHARGEUR-25W)","https://www.tunisianet.com.tn/407266-large/smartphone-honor-x7c-5g-16-go-256-go-vert-chargeur-25w-etui-silicone-offerts.jpg"
"1769331662-210","https://www.tunisianet.com.tn/596-smartphone-tunisie?page=7&order=product.price.desc","SMARTPHONE OPPO A5 4G 12Go/128Go / WHITE","https://www.tunisianet.com.tn/smartphone-tunisie/86222-smartphone-oppo-a5-4g-12go128go-white.html","SMARTPHONE OPPO A5 4G 12Go/128Go / WHITE","699,000 DT","Double SIM - Écran 6.67” LCD IPS - Résolution : 720 x 1604 Pixels - Taux de rafraichissement 90 Hz - Luminosité 1000 nits - Processeur Snapdragon 6s 4G Gen 1 - RAM 12Go (6Go + 6Go Extensible) - Stockage 128 Go - IP65 Résistance à l'eau et à la poussière Résistance aux chocs de niveau militaire - Caméra principale (Double) 50 MP, f/1,8 (grand angle), 2 MP ; f/2.4 (Monochrome), Vidéo 1080p à 30 ips - Caméra Avant 5 MP, f/2,2, (grand angle), Vidéo 1080p à 30 ips - Réseau 4G - Wifi, Bluetooth 5.0 - Système d'exploitation : Android 15, ColorOS 15 - Batterie 6000 mAh - Charge Rapide 45W SUPERVOOC - Capteur de proximité, Accéléromètre, Capteur d’empreintes latéral, Induction géomagnétique - Empreinte digitale - Reconnaissance faciale - Couleur Blanc - Garantie 2 ans","https://www.tunisianet.com.tn/430704-large/smartphone-oppo-a5-4g-12go128go-white.jpg"
"1769331664-211","https://www.tunisianet.com.tn/596-smartphone-tunisie?page=7&order=product.price.desc","SMARTPHONE XIAOMI REDMI 13C 5G 8+256G TWILIGHT BLUE","https://www.tunisianet.com.tn/smartphone-tunisie/88880-smartphone-xiaomi-redmi-13c-5g-8256g-twilight-blue.html","SMARTPHONE XIAOMI REDMI 13C 5G 8+256G TWILIGHT BLUE","699,000 DT","Double SIM - Écran Dot Drop de 6.74"" Corning Gorilla Glass 3 - Taux de rafraîchissement 90 Hz - Résolution : 720 x 1600 pixels - Processeur : Mediatek Dimensity 6100+ (6 nm) - RAM 8Go - Mémoire 256Go - Appareil photo principal 50MP - Caméra frontale 5MP - Capteur d'empreintes digitales latéral -Reconnaissance faciale via l'IA - Wi-Fi - Bluetooth 5.3 - Prise casque 3.5 mm - Batterie 5000 mAh - Charge rapide 18W - Couleur Twilight Blue - Garantie 1 an","https://www.tunisianet.com.tn/444291-large/smartphone-xiaomi-redmi-13c-5g-8256g-twilight-blue.jpg"
"1769331667-212","https://www.tunisianet.com.tn/596-smartphone-tunisie?page=7&order=product.price.desc","Smartphone Xiaomi Redmi 15C 5G / 8 Go / 256 Go / Noir","https://www.tunisianet.com.tn/smartphone-tunisie/91485-smartphone-xiaomi-redmi-15c-5g-8-go-256-go-noir.html","Smartphone Xiaomi Redmi 15C 5G / 8 Go / 256 Go / Noir","719,000 DT","Double SIM - Écran 6.9"" (1600 × 720 px), AdaptiveSync, jusqu'à 120 Hz - Processeur: MediaTek Dimensity 6300 en 6 nm - RAM: 8 Go - Stockage: 256 Go - Connectivité: 5G, Wi-Fi, Bluetooth 5.4, USB Type-C - Système d'exploitation : Xiaomi HyperOS 2 - Capacité de la batterie: 6000 mAh - Charge rapide: 33 W - Appareil photo arrière: 50 MP - Appareil photo avant: 8 MP - Résistance à la poussière et à l'eau: IP64 - Capteur d'empreintes digitales latéral - Déverrouillage par reconnaissance faciale via l'IA - Capteurs : Moteur de vibration, Accéléromètre, Capteur de lumière ambiante, Capteur de proximité virtuel, Boussole électronique - Couleur Noir - Garantie 1 an","https://www.tunisianet.com.tn/457744-large/smartphone-xiaomi-redmi-15c-5g-8-go-256-go-noir.jpg"
"1769331669-213","https://www.tunisianet.com.tn/596-smartphone-tunisie?page=7&order=product.price.desc","Smartphone Xiaomi Redmi 15C 5G / 8 Go / 256 Go / Vert","https://www.tunisianet.com.tn/smartphone-tunisie/91486-smartphone-xiaomi-redmi-15c-5g-8-go-256-go-vert.html","Smartphone Xiaomi Redmi 15C 5G / 8 Go / 256 Go / Vert","719,000 DT","Double SIM - Écran 6.9"" (1600 × 720 px), AdaptiveSync, jusqu'à 120 Hz - Processeur: MediaTek Dimensity 6300 en 6 nm - RAM: 8 Go - Stockage: 256 Go - Connectivité: 5G, Wi-Fi, Bluetooth 5.4, USB Type-C - Système d'exploitation : Xiaomi HyperOS 2 - Capacité de la batterie: 6000 mAh - Charge rapide: 33 W - Appareil photo arrière: 50 MP - Appareil photo avant: 8 MP - Résistance à la poussière et à l'eau: IP64 - Capteur d'empreintes digitales latéral - Déverrouillage par reconnaissance faciale via l'IA - Capteurs : Moteur de vibration, Accéléromètre, Capteur de lumière ambiante, Capteur de proximité virtuel, Boussole électronique - Couleur Vert - Garantie 1 an","https://www.tunisianet.com.tn/457749-large/smartphone-xiaomi-redmi-15c-5g-8-go-256-go-vert.jpg"
"1769331671-214","https://www.tunisianet.com.tn/596-smartphone-tunisie?page=7&order=product.price.desc","Smartphone Xiaomi Redmi 15C 5G / 8 Go / 256 Go / Violet","https://www.tunisianet.com.tn/smartphone-tunisie/91484-smartphone-xiaomi-redmi-15c-5g-8-go-256-go-violet.html","Smartphone Xiaomi Redmi 15C 5G / 8 Go / 256 Go / Violet","719,000 DT","Double SIM - Écran 6.9"" (1600 × 720 px), AdaptiveSync, jusqu'à 120 Hz - Processeur: MediaTek Dimensity 6300 en 6 nm - RAM: 8 Go - Stockage: 256 Go - Connectivité: 5G, Wi-Fi, Bluetooth 5.4, USB Type-C - Système d'exploitation : Xiaomi HyperOS 2 - Capacité de la batterie: 6000 mAh - Charge rapide: 33 W - Appareil photo arrière: 50 MP - Appareil photo avant: 8 MP - Résistance à la poussière et à l'eau: IP64 - Capteur d'empreintes digitales latéral - Déverrouillage par reconnaissance faciale via l'IA - Capteurs : Moteur de vibration, Accéléromètre, Capteur de lumière ambiante, Capteur de proximité virtuel, Boussole électronique - Couleur Violet - Garantie 1 an","https://www.tunisianet.com.tn/457739-large/smartphone-xiaomi-redmi-15c-5g-8-go-256-go-violet.jpg"
"1769331673-215","https://www.tunisianet.com.tn/596-smartphone-tunisie?page=7&order=product.price.desc","Smartphone XIAOMI Redmi Note 14 / 4G / 8 Go / 128 Go / Noir","https://www.tunisianet.com.tn/telephonie-tablette/82500-smartphone-xiaomi-redmi-note-14-4g-8-go-128-go-noir.html","Smartphone XIAOMI Redmi Note 14 / 4G / 8 Go / 128 Go / Noir","749,000 DT","Ecran AMOLED 6.67"" (2400 x 1080) 120 Hz avec Protection Corning Gorilla Glass 5 - Processeur Octa Core MediaTek Helio G99 Ultra (6nm) up to 2.2 Ghz - RAM 8 Go - Stockage 128 Go (extensible jusqu'à 1 To via carte microSD) - Système Android avec Xiaomi HyperOS - Triple appareil photo 108 MP Principale F/1.7 + 2 MP (caméra de profondeur F/2.4) + 2 MP (Macro F/2.4) | Caméra avant 20MP F/2.2 - Batterie 5500 mAh avec Charge Turbo 33W - Lecteur d'empreintes digitales intégré à l'écran - Déveroillage par reconnaissance faciale via IA - Wifi - Bluetooth 5.3 - Réseau 4G - Double Haut parleur Dolby Atmos avec Prise Jack 3.5mm - Résistant aux éclaboussures, à l'eau et à la poussière IP54 -  - Garantie 1 an","https://www.tunisianet.com.tn/410776-large/smartphone-xiaomi-redmi-note-14-4g-8-go-128-go-noir.jpg"
"1769331676-216","https://www.tunisianet.com.tn/596-smartphone-tunisie?page=7&order=product.price.desc","Smartphone TECNO POVA 6 / 8 Go / 256 Go / Vert","https://www.tunisianet.com.tn/smartphone-tunisie/77353-smartphone-tecno-pova-6-8-go-256-go-vert.html","Smartphone TECNO POVA 6 / 8 Go / 256 Go / Vert","749,000 DT","Double SIM - Écran AMOLED 6.78"" Full HD+ Dot-in, (1080 x 2436 pixels), 120 Hz - Processeur MediaTek G99 Ultimate - RAM 8 Go (extensible jusqu'à 16 Go) - Stockage 256 Go - Appareil photo 108 MP + capteur de lumière - Caméra frontale 32 MP avec double flash - Capacité de la batterie: 6000 mAh - Chargeur ultra-rapide USB Type-C 70 W - Réseau 4G - Connectivité: Wi-Fi + Bluetooth - Double haut-parleur avec Dolby Atmos - Système d'exploitation: Android 14 - Couleur Vert - Garantie 1 an","https://www.tunisianet.com.tn/380729-large/smartphone-tecno-pova-6-8-go-256-go-vert.jpg"
